X,Y,TotalVolunteers,DateOriginal,Totalltems_EventRecord
-122.67446,47.1582,3,12/28/2017,6
-122.67424,47.15101,3,4/11/2017,36
-122.6741,45.51142,27,9/23/2017,2513
-122.67374,45.51251,24,10/6/2018,301
-122.67305,49.07587,105,1/8/2018,607
-122.673,49.07593,40,9/25/2018,1
-122.672996,49.075932,15,8/22/2019,162
-122.672996,49.075932,40,9/24/2019,1
-122.67299,49.07592,118,9/22/2016,1424
-122.67281,45.5065,8,9/21/2017,0
-122.67269,45.51623,25,9/24/2016,0
-122.672481,49.119983,15,7/28/2019,1
-122.67248,49.11998,20,5/30/2018,125
-122.67246,49.11999,5,9/17/2016,165
-122.67231,45.40923,2,9/23/2017,134
-122.67199,45.62077,1,9/17/2016,245
-122.6714,45.52446,10,9/16/2016,0
-122.6711863,45.43898923,20,9/21/2019,0
-122.67084,48.5685,3,1/12/2017,57
-122.6708304,45.48977025,28,9/26/2019,0
-122.67078,48.56847,3,1/12/2017,57
-122.67078,48.56848,2,5/24/2017,45
-122.6706435,45.50921143,15,9/21/2019,0
-122.67052,48.56829,3,7/24/2018,91
-122.6703,45.52654,10,9/27/2018,0
-122.67022,45.86104,6,11/29/2019,282
-122.66993,45.49617,123,9/23/2017,3075
-122.66978,45.49644,66,9/29/2018,0
-122.66922,48.24045,3,9/16/2016,258
-122.66807,45.49781,60,9/24/2016,989
-122.66784,48.30175,2,9/29/2018,16
-122.66632,45.50899,11,9/24/2016,1
-122.66615,45.5125,23,9/24/2016,0
-122.66588,45.5115,9,9/29/2016,0
-122.66587,45.51588,15,10/1/2016,0
-122.66562,45.5261,10,9/23/2017,0
-122.6654386,45.51587954,174,9/21/2019,0
-122.66453,45.58161,20,9/24/2016,1
-122.66451,45.5154,101,9/29/2018,0
-122.66425,45.45831,35,9/29/2018,2
-122.66408,48.37606,1,7/2/2018,41
-122.66392,48.38816,1,6/26/2018,59
-122.66382,48.38814,1,7/2/2018,0
-122.6638,48.38722,1,7/1/2018,23
-122.6637,48.3864,1,7/1/2018,4
-122.66349,45.46603,150,12/14/2017,366
-122.66191,45.46505,70,9/23/2017,0
-122.66191,45.50477,44,9/23/2017,0
-122.6619,45.50486,50,9/29/2018,0
-122.66187,45.52996,14,9/22/2018,0
-122.66066,45.50745,5,9/22/2018,0
-122.66019,45.53149,25,9/24/2016,0
-122.66016,45.41082,1,11/27/2019,23
-122.65964,38.48037,64,2/15/2018,672
-122.65699,49.09686,23,5/29/2018,156
-122.65695,49.09685,19,11/9/2016,147
-122.6557493,45.52261579,50,9/20/2019,0
-122.65521,49.16775,4,11/25/2018,1
-122.65472,45.42301,14,6/13/2018,15
-122.65317,47.54687,1,9/17/2016,136
-122.6528,37.90215,35,9/17/2016,2418
-122.65272,45.86111,1,9/21/2019,65
-122.65261,45.57913,10,9/23/2017,0
-122.65201,45.56128,12,10/6/2019,104
-122.65106,37.90186,76,9/15/2018,1986
-122.64696,49.10806,15,9/27/2018,1
-122.646958,49.108061,15,9/5/2019,1
-122.646958,49.108061,25,9/19/2019,1595
-122.64542,37.8985,60,9/16/2017,2073
-122.6448,47.58556,2,9/15/2018,10
-122.64435,45.37685,45,9/29/2018,0
-122.6438665,45.56397213,11,9/20/2019,0
-122.64278,45.42075,2,4/29/2018,56
-122.64207,45.44313,7,9/16/2017,0
-122.64161,47.58344,2,9/15/2018,86
-122.6415,58.79343,1,9/5/2018,122
-122.6407918,37.896225,50,9/21/2019,0
-122.6402522,45.46838498,39,9/21/2019,0
-122.6399112,45.49779741,10,9/29/2019,0
-122.63958,47.58271,4,9/15/2018,270
-122.6395,37.89564,19,11/17/2019,672
-122.63918,45.51854,35,9/23/2017,0
-122.6386922,38.76832378,7,9/21/2019,219
-122.63716,45.38171,28,9/23/2017,0
-122.63686,47.38096,1,9/15/2018,255
-122.63578,47.38129,0,9/15/2018,288
-122.63544,47.38136,4,9/15/2018,118
-122.63514,47.3815,1,9/15/2018,232
-122.6349,47.38113,22,9/16/2017,7858
-122.63449,45.37038,13,9/15/2018,304
-122.63171,45.38177,100,9/29/2018,0
-122.6316717,42.6749414,76,9/21/2019,0
-122.62952,45.61278,19,9/17/2016,1
-122.62942,45.38187,17,9/24/2016,0
-122.62935,45.38205,60,9/30/2016,0
-122.62878,37.88528,3,9/17/2016,10
-122.6282236,37.88430862,4,9/21/2019,1
-122.62752,45.44494,12,11/5/2016,385
-122.624,45.38454,3,8/4/2018,111
-122.62347,47.56396,65,4/29/2017,21
-122.62332,47.56472,65,9/23/2017,41
-122.6186,45.59987,36,9/23/2017,0
-122.61831,45.53645,4,11/5/2016,548
-122.61616,47.39092,2,9/15/2018,102
-122.6147175,45.37148868,17,9/21/2019,0
-122.61451,38.3435,1,10/7/2016,8
-122.61435,45.43737,20,4/20/2018,378
-122.61356,45.57298,7,9/23/2017,0
-122.61354,49.20853,12,9/13/2017,101
-122.61349,45.46405,13,9/23/2017,0
-122.6131,45.46398,9,9/17/2016,0
-122.61277,49.20842,13,9/5/2018,194
-122.612768,49.208424,15,9/11/2019,362
-122.61227,49.20846,18,9/15/2016,286
-122.60877,47.50461,2,6/9/2019,64
-122.60833,45.39024,10,9/17/2016,0
-122.60783,45.36801,17,9/17/2016,0
-122.6072727,45.42697919,40,9/14/2019,0
-122.60652,48.33432,1,5/17/2018,0
-122.60604,45.42665,64,9/22/2018,0
-122.60552,47.71355,13,6/2/2017,386
-122.60416,45.37152,5,9/17/2016,0
-122.60374,45.61059,26,9/24/2016,0
-122.60269,45.37606,16,9/18/2016,0
-122.60256,45.50629,1,5/9/2018,1
-122.6,49.23454,45,9/25/2017,213
-122.59936,49.23416,40,9/20/2016,237
-122.599283,49.234239,30,9/23/2019,88
-122.59928,49.23424,30,9/17/2018,78
-122.597822,49.224142,15,7/20/2019,1
-122.59711,37.87331,5,2/25/2020,192
-122.5966438,37.8723799,5,9/21/2019,0
-122.59426,49.23513,2,9/25/2016,1
-122.59367,39.07521,3,9/15/2018,364
-122.58882,45.52631,10,9/24/2016,0
-122.58701,47.83941,1,1/16/2017,40
-122.5866621,38.58114204,32,9/21/2019,3308
-122.58614,47.32821,40,9/15/2018,8108
-122.5849673,45.37888562,27,9/21/2019,0
-122.58466,45.37919,75,9/29/2018,0
-122.58455,45.37947,20,9/23/2017,0
-122.58428,45.37924,37,9/24/2016,0
-122.583624,50.562172,3,10/31/2019,149
-122.58327,45.43063,78,5/23/2018,553
-122.58316,37.86077,73,9/17/2016,1835
-122.58253,47.64859,3,9/9/2017,10
-122.58167,47.33018,1,4/11/2018,0
-122.5812,47.66814,3,9/9/2018,1
-122.58117,49.20263,30,9/23/2016,254
-122.580986,49.202569,10,7/13/2019,1
-122.58076,37.91197,2,7/14/2018,3
-122.58062,37.91197,2,7/14/2018,0
-122.57929,37.91101,3,7/14/2018,7
-122.57918,49.24096,11,9/15/2016,544
-122.5786799,38.57995668,32,10/25/2019,0
-122.57758,37.8603,2,9/17/2016,112
-122.57756,47.62857,1,9/9/2017,0
-122.57736,47.62857,1,9/9/2017,0
-122.57726,47.62759,1,9/9/2017,1
-122.57669,47.5998,1,11/1/2016,14
-122.57632,47.60264,36,9/15/2018,210
-122.5761638,45.42366711,21,9/21/2019,0
-122.57614,37.85974,65,9/15/2018,1074
-122.57608,37.85921,38,9/16/2017,805
-122.57581,47.59806,5,9/9/2017,71
-122.5757545,37.85935099,37,9/21/2019,593
-122.57543,37.86018,1,11/4/2018,112
-122.57493,45.42484,21,9/29/2018,0
-122.57446,47.602,2,12/27/2016,27
-122.57271,48.47652,3,5/25/2017,209
-122.57271,48.47652,5,6/21/2017,355
-122.57271,48.47652,4,7/20/2017,479
-122.57271,48.47652,5,8/21/2017,212
-122.57225,38.0943,32,9/16/2017,0
-122.5719471,38.09499357,30,9/20/2019,1261
-122.57073,48.46167,1,4/20/2018,118
-122.5696,47.59168,2,9/19/2016,4
-122.56745,38.09866,61,9/14/2018,2127
-122.56642,37.98401,14,9/17/2016,1612
-122.56602,47.64549,1,9/9/2018,96
-122.56573,47.69044,9,9/17/2016,0
-122.56562,47.69029,12,12/27/2016,300
-122.56438,45.52966,12,9/20/2016,0
-122.56416,48.41895,21,10/16/2017,706
-122.56355,47.71187,1,9/17/2016,47
-122.5623,47.69029,3,9/9/2017,14
-122.562,37.85131,5,9/17/2016,0
-122.5619979,37.85136017,9,9/21/2019,186
-122.56195,37.85113,13,9/15/2018,697
-122.56179,45.52959,17,9/29/2018,0
-122.56145,47.73132,3,9/21/2019,100
-122.56105,38.0903,9,9/15/2018,1421
-122.56075,38.09096,11,9/16/2017,0
-122.5607434,38.0909079,18,9/21/2019,5
-122.56048,47.6731,2,9/9/2018,19
-122.55936,47.67648,6,9/17/2016,15
-122.55755,45.50415,19,9/16/2017,0
-122.55726,47.60063,1,9/17/2016,36
-122.55622,47.74461,1,10/17/2016,6
-122.55258,38.09558,3,9/17/2016,807
-122.55249,47.25356,4,3/18/2020,27
-122.55246,47.24671,5,11/15/2018,0
-122.55223,47.24979,1,11/8/2019,4
-122.5515834,37.84114766,16,9/21/2019,493
-122.55146,37.84118,17,9/15/2018,763
-122.55146,47.71969,1,9/17/2016,20
-122.55146,47.71969,1,9/17/2016,4
-122.55146,47.71969,2,9/17/2016,27
-122.55098,45.17299,10,9/25/2016,0
-122.55011,47.58003,1,9/16/2017,1
-122.54996,47.57816,1,9/16/2017,0
-122.54986,47.24791,5,11/15/2018,44
-122.54972,47.5781,1,9/16/2017,25
-122.5494,47.60524,4,9/17/2016,228
-122.54799,37.42184,11,11/24/2018,744
-122.54753,47.60437,1,3/11/2017,10
-122.54743,47.61185,1,10/18/2016,6
-122.54736,47.60382,1,10/18/2016,5
-122.54659,38.06947,3,9/15/2018,27
-122.54614,47.71757,1,2/14/2017,41
-122.546,47.57803,3,9/16/2017,172
-122.54557,37.94396,1,9/21/2019,152
-122.54537,37.88069,2,9/15/2018,45
-122.54447,48.28181,4,9/17/2016,229
-122.54324,37.99918,1,6/29/2016,0
-122.54322,47.55279,1,8/30/2019,374
-122.54219,47.71069,3,9/17/2016,54
-122.54179,38.02032,1,11/8/2017,6
-122.54162,37.87105,67,9/15/2018,2024
-122.54162,37.87105,72,9/15/2018,1254
-122.54061,37.89646,1,2/27/2017,65
-122.53944,47.69752,1,9/17/2016,20
-122.53905,37.8325,1,9/12/2017,27
-122.53892,47.64551,5,9/9/2017,114
-122.53876,37.8323,2,9/21/2019,62
-122.53848,37.94753,108,9/16/2017,0
-122.53839,37.90489,1,7/13/2018,20
-122.53834,37.83094,120,9/16/2017,4530
-122.53803,37.94988,52,9/17/2016,0
-122.538,45.63044,7,9/15/2018,0
-122.5379839,37.94830896,76,9/21/2019,0
-122.537867,45.63098196,15,9/21/2019,0
-122.53761,37.83093,65,9/17/2016,3673
-122.5375773,45.63030674,15,9/21/2019,0
-122.53753,37.94726,2,9/15/2018,99
-122.53752,37.94746,2,9/15/2018,29
-122.53737,37.83093,132,9/15/2018,3475
-122.53688,38.00287,1,9/27/2016,3
-122.53687,39.60076,18,9/16/2017,1
-122.5367,47.70607,2,9/17/2016,58
-122.5367,47.70607,25,9/17/2016,52
-122.5367,47.70607,2,9/17/2016,72
-122.5367,47.70607,4,9/17/2016,32
-122.5367,47.70607,1,9/17/2016,11
-122.5367,47.70607,1,9/17/2016,148
-122.5367,47.70607,5,9/17/2016,294
-122.5367,47.70607,11,9/17/2016,174
-122.53636,37.83145,68,9/16/2017,3417
-122.5361733,37.83084962,62,9/21/2019,2366
-122.53616,47.60403,5,9/17/2016,143
-122.53601,45.13973,62,9/29/2018,7
-122.53597,37.83144,4,9/15/2018,50
-122.53555,37.86,17,9/16/2017,394
-122.53546,37.82875,1,1/14/2017,14
-122.53471,37.82771,1,1/14/2017,77
-122.53442,37.82488,32,9/16/2017,0
-122.5344,47.62178,2,9/9/2018,9
-122.53439,37.82524,12,9/17/2016,560
-122.53437,37.82532,32,9/15/2018,1500
-122.533703,37.82519642,46,9/21/2019,706
-122.5326197,39.5745731,7,9/21/2019,1
-122.53257,48.77287,3,9/15/2018,155
-122.53236,47.60423,1,9/21/2017,0
-122.53231,48.77266,3,9/14/2019,263
-122.53221,47.70082,1,5/10/2017,14
-122.53212,47.70054,1,11/6/2017,11
-122.53201,47.70058,1,12/7/2017,8
-122.53201,47.70066,1,4/8/2020,15
-122.53197,47.70058,1,5/4/2018,2
-122.53197,47.70064,1,10/3/2019,9
-122.53192,47.70064,1,2/20/2020,78
-122.53125,47.70118,1,1/31/2017,9
-122.5312,47.70107,1,11/3/2016,8
-122.5311,47.70106,1,9/6/2016,15
-122.53109,47.70104,1,11/6/2016,5
-122.53109,47.70104,1,11/7/2016,13
-122.53109,47.70104,1,11/17/2016,2
-122.53109,47.70104,1,1/1/2017,22
-122.53109,47.70111,1,12/15/2016,8
-122.53108,47.62569,1,9/9/2017,137
-122.5310431,38.07795109,14,9/21/2019,0
-122.53094,47.62815,3,9/17/2016,430
-122.53076,47.62537,1,10/18/2016,6
-122.53054,47.62554,2,9/28/2019,45
-122.53036,37.83168,27,9/17/2016,343
-122.53018,47.6279,3,9/9/2018,135
-122.53016,47.61598,3,9/9/2017,19
-122.52947,48.76932,4,9/15/2018,12
-122.52906,48.77285,2,9/16/2017,472
-122.52867,47.31265,4,11/30/2019,28
-122.52865,47.58315,30,9/9/2017,89
-122.52859,48.77325,2,9/15/2018,169
-122.52822,38.01775,6,9/16/2017,55
-122.52736,37.89903,4,9/21/2019,145
-122.52706,47.58177,5,9/17/2016,114
-122.52663,38.07053,21,9/17/2016,0
-122.52649,37.95543,1,10/6/2018,29
-122.5261,47.91161,2,9/17/2016,21
-122.52608,38.08683,12,9/15/2018,4106
-122.52598,37.89683,3,9/15/2018,133
-122.5256,45.50948,7,11/5/2016,670
-122.5255937,37.89652234,67,9/21/2019,1270
-122.52534,37.98552,1,8/15/2016,126
-122.52533,37.98548,1,6/4/2016,122
-122.52533,37.98556,1,7/16/2016,221
-122.52529,37.89688,1,3/2/2017,7
-122.52529,37.9855,1,6/17/2016,334
-122.52528,47.57887,5,9/17/2016,5
-122.52525,37.98569,1,6/28/2016,149
-122.52524,37.98545,1,9/11/2016,409
-122.52522,37.88735,1,3/8/2017,60
-122.52508,37.89297,42,9/17/2016,431
-122.52503,37.98543,1,8/15/2017,580
-122.52498,47.66796,3,9/9/2017,248
-122.52492,37.89321,49,9/17/2016,954
-122.52478,47.64535,2,9/9/2018,10
-122.52453,37.89328,1,12/6/2017,178
-122.52451,47.62184,1,9/9/2017,28
-122.52424,37.89635,1,3/1/2020,127
-122.52402,37.89206,17,9/16/2017,270
-122.52369,37.9462,1,5/3/2017,244
-122.52366,47.64842,2,9/17/2016,58
-122.52349,37.89592,1,3/13/2017,105
-122.5233954,38.02058048,26,9/21/2019,1
-122.52318,47.64535,1,9/17/2016,57
-122.52304,37.88647,40,9/16/2017,2318
-122.52304,37.88647,75,9/22/2017,1452
-122.52303,47.57753,4,9/9/2017,26
-122.52291,37.89768,1,9/4/2017,17
-122.52249,37.88383,1,4/1/2017,205
-122.52174,47.57621,4,9/9/2018,7
-122.52173,47.66137,5,9/9/2017,261
-122.52088,47.62242,10,9/9/2018,7
-122.52055,47.63148,6,9/17/2016,34
-122.5201,47.58426,30,9/9/2017,0
-122.51938,47.62181,20,9/17/2016,52
-122.51915,37.88169,1,11/5/2016,2
-122.51905,37.9421,1,10/6/2018,45
-122.51837,37.88255,18,9/15/2018,1510
-122.51739,47.30739,3,9/17/2016,140
-122.51705,47.62553,1,11/2/2016,1
-122.516936,37.96845136,40,9/21/2019,0
-122.51659,47.62354,1,1/15/2017,77
-122.5165163,37.5447737,3,9/21/2019,92
-122.5165163,37.5447737,1,9/21/2019,21
-122.5165163,37.5447737,1,9/21/2019,36
-122.5165163,37.5447737,1,9/21/2019,30
-122.5165163,37.5447737,1,9/21/2019,68
-122.5165163,37.5447737,1,9/21/2019,55
-122.5165163,37.5447737,1,9/21/2019,45
-122.5165163,37.5447737,1,9/21/2019,25
-122.5165163,37.5447737,1,9/21/2019,78
-122.51646,47.62492,1,2/18/2017,4
-122.51579,47.3065,33,9/15/2018,1819
-122.51576,47.59449,1,9/9/2017,16
-122.51576,47.59688,20,9/28/2019,78
-122.51571,47.59681,1,9/28/2019,9
-122.5157,47.59452,20,9/17/2016,137
-122.51567,37.52867,5,5/16/2020,50
-122.5156347,37.54545798,1,9/21/2019,31
-122.5156347,37.54545798,1,9/21/2019,46
-122.5156347,37.54545798,1,9/21/2019,154
-122.5156347,37.54545798,2,9/21/2019,49
-122.51563,37.90444,1,7/25/2017,236
-122.51561,47.59477,2,9/9/2017,631
-122.5155,47.5953,10,9/9/2017,846
-122.51545,47.74737,2,9/9/2018,0
-122.51531,47.59702,2,9/9/2017,103
-122.51528,47.70791,2,9/9/2017,42
-122.51493,47.59479,4,9/9/2017,23
-122.51474,38.1086,119,9/16/2016,2692
-122.51441,47.62453,1,3/3/2017,3
-122.51438,37.87989,8,9/17/2016,1001
-122.51429,37.87971,21,9/16/2017,1978
-122.5141723,37.87995525,36,9/21/2019,3351
-122.5141,37.54683,2,9/21/2019,107
-122.51407,37.88,19,9/15/2018,3825
-122.51394,37.56415,25,9/17/2016,917
-122.5138,37.77806,3,11/21/2019,9
-122.51369,37.55142,54,9/17/2016,2426
-122.51344,48.76305,6,9/17/2016,1361
-122.51326,37.78069,2,9/16/2017,167
-122.51325,37.78111,3,12/4/2018,58
-122.51304,47.62242,4,9/9/2017,18
-122.5128142,37.96851859,26,9/21/2019,243
-122.51273,37.53191,1,5/25/2020,35
-122.51271,37.77682,70,9/17/2016,5516
-122.5126902,37.7833636,75,9/21/2019,2720
-122.51269,47.6681,3,9/17/2016,39
-122.51263,37.9312,1,9/21/2019,449
-122.5125526,37.77483657,84,9/21/2019,2592
-122.51254,47.59712,2,9/28/2019,51
-122.5125,37.96837,17,9/16/2017,646
-122.5124653,37.77116958,209,9/21/2019,5291
-122.51242,37.78054,1,9/16/2017,3
-122.5124,47.60649,24,9/9/2017,91
-122.51235,47.67499,2,9/28/2019,51
-122.51215,37.76556,17,3/19/2018,933
-122.51215,37.78062,1,9/16/2017,3
-122.51215,38.05864,44,9/16/2017,352
-122.51213,37.96836,18,9/17/2016,95
-122.51209,37.76102,12,8/11/2019,10
-122.51209,47.62306,16,9/9/2018,21
-122.5120183,38.05752645,10,9/21/2019,385
-122.512,37.77133,768,12/8/2016,11659
-122.51198,38.05776,61,9/15/2018,1075
-122.51193,37.78084,10,9/16/2017,117
-122.51192,37.78145,3,12/4/2018,64
-122.5119084,37.96821041,8,9/21/2019,639
-122.5119,37.78078,1,9/16/2017,37
-122.51184,37.78086,1,9/16/2017,63
-122.51181,37.78087,4,9/16/2017,378
-122.51179,47.63602,2,9/9/2018,15
-122.51176,37.7713,1,9/16/2017,17
-122.51166,37.78066,68,9/16/2017,5302
-122.51166,37.7809,1,9/16/2017,47
-122.51165,37.76508,1,9/16/2017,32
-122.5116,37.76913,1,9/16/2017,61
-122.51158,38.06184,28,9/17/2016,628
-122.51156,37.78081,1,9/21/2019,0
-122.51151,37.75911,1,6/11/2019,73
-122.51151,37.75928,1,6/20/2019,19
-122.51141,37.77132,709,9/16/2017,11745
-122.51138,37.76947,3,9/21/2019,43
-122.51137,37.77321,1,6/1/2020,205
-122.51136,37.76007,1,12/21/2018,34
-122.51135,37.92763,62,9/17/2016,2306
-122.51133,37.87387,35,9/15/2018,53
-122.51128,37.76953,20,9/14/2018,40
-122.51127,37.76899,2,9/16/2017,7
-122.51127,37.76911,1,9/16/2017,0
-122.51126,37.76935,1,11/18/2017,220
-122.51125,37.76922,1,9/16/2017,92
-122.51123,37.76909,1,9/16/2017,101
-122.51123,37.76911,1,9/16/2017,46
-122.5112,37.76935,2,9/16/2017,143
-122.51119,37.76916,3,9/16/2017,583
-122.51116,37.76892,1,9/21/2019,41
-122.51113,37.76027,6,9/16/2017,158
-122.51113,37.76906,1,9/16/2017,0
-122.51109,37.77033,3,11/21/2019,220
-122.51108,37.76722,10,3/11/2017,339
-122.51108,37.76722,4,6/25/2017,403
-122.51108,37.76722,10,5/5/2018,248
-122.51104,37.87386,1,9/15/2018,0
-122.51101,37.77159,1,9/16/2017,132
-122.51095,38.11812,4,9/16/2017,766
-122.510942,37.87461356,8,9/21/2019,0
-122.51093,37.87387,5,9/15/2018,74
-122.510929,37.76013669,210,9/21/2019,2297
-122.5109,37.76929,1,9/16/2017,268
-122.51089,37.87468,35,9/15/2018,7
-122.51087,37.75665,1,9/16/2017,37
-122.51086,37.76011,75,12/8/2016,1857
-122.51086,37.76933,2,9/16/2017,162
-122.51084,47.62307,1,3/8/2017,3
-122.51083,37.82731,1,9/15/2018,3
-122.51081,37.76935,1,9/16/2017,15
-122.51079,37.76549,1,9/16/2017,0
-122.51079,37.76938,3,11/21/2019,594
-122.51075,37.76554,2,9/21/2019,73
-122.51074,37.82712,1,9/15/2018,49
-122.51073,37.52387,1,5/25/2020,67
-122.51073,37.82712,1,9/15/2018,540
-122.51073,37.82715,2,9/15/2018,87
-122.5106307,37.92844007,72,9/21/2019,1824
-122.51061,37.82719,5,9/15/2018,291
-122.5106,47.70607,6,9/17/2016,522
-122.51057,37.76017,1,7/3/2018,0
-122.51051,37.87361,1,1/1/2018,297
-122.5105056,37.8768102,16,9/21/2019,0
-122.5105,37.59067,1,5/28/2020,56
-122.51046,37.82465,20,9/17/2016,20
-122.51044,37.59069,1,5/31/2020,176
-122.51036,37.76018,100,9/16/2017,1045
-122.51031,37.78001,1,12/4/2018,57
-122.51028,37.87442,46,9/16/2017,2903
-122.51026,37.76936,1,9/16/2017,0
-122.51021,37.76022,8,9/16/2017,20
-122.51018,37.75276,2,9/16/2017,19
-122.51018,37.76028,1,9/16/2017,112
-122.51017,37.76024,2,6/22/2019,4
-122.51015,37.76028,1,9/16/2017,118
-122.51014,37.76045,1,9/16/2017,301
-122.51006,37.76034,1,5/26/2020,10
-122.51006,47.70121,1,9/9/2017,15
-122.51005,37.76947,3,9/21/2019,195
-122.50987,37.76387,1,9/16/2017,220
-122.50982,37.78015,1,9/16/2017,233
-122.50978,37.75318,1,9/17/2016,34
-122.50971,37.76209,2,9/15/2018,30
-122.50971,37.76349,3,11/21/2019,13
-122.50964,37.7527,69,9/17/2016,1748
-122.50964,37.92511,31,9/15/2018,1348
-122.50949,37.76021,1,9/16/2017,228
-122.50939,37.7599,2,9/16/2017,86
-122.50931,37.75116,1,9/16/2017,58
-122.50931,47.30425,37,9/16/2017,1780
-122.50928,37.75278,92,9/16/2017,2630
-122.50927,37.87998,14,9/15/2018,1666
-122.50908,47.64585,2,9/9/2018,8
-122.50872,37.82423,7,9/17/2016,1457
-122.50871,37.75245,4,9/16/2017,37
-122.5087,37.94438,11,9/17/2016,660
-122.50858,47.62606,2,9/9/2017,51
-122.5085796,37.82423429,21,9/21/2019,581
-122.50842,37.82392,24,9/16/2017,751
-122.50832,37.74371,2,9/16/2017,31
-122.5083,37.74249,1,1/19/2018,128
-122.50821,37.74145,1,9/16/2017,7
-122.508166,45.53088949,25,9/21/2019,0
-122.5081498,37.74145715,1857,9/21/2019,1
-122.50804,47.70422,12,6/9/2019,47
-122.50804,47.70422,4,6/9/2019,47
-122.50798,37.7379,1,9/12/2017,69
-122.50787,47.64497,2,9/16/2016,162
-122.50769,47.57454,1,9/16/2017,87
-122.50759,37.7359,2,9/16/2017,41
-122.50755,37.73538,150,9/16/2017,4226
-122.50755,37.74368,1,7/3/2017,42
-122.50754,37.73544,111,9/17/2016,3404
-122.50749,37.76082,1,12/21/2018,9
-122.50748,37.73157,3,9/16/2017,29
-122.50737,37.73581,2,9/16/2017,137
-122.50735,37.73601,3,6/26/2015,208
-122.50735,37.73601,3,7/29/2015,394
-122.50735,37.73601,3,8/27/2015,407
-122.50735,37.73601,1,9/29/2015,224
-122.50735,37.73601,1,10/26/2015,245
-122.50735,37.73601,4,11/19/2015,225
-122.50735,37.73601,3,12/16/2015,483
-122.50735,37.73601,3,1/20/2016,1065
-122.50735,37.73601,4,2/18/2016,156
-122.50735,37.73601,16,3/12/2016,560
-122.50735,37.73601,1,4/20/2016,141
-122.50735,37.73601,2,5/11/2016,1119
-122.50735,37.73601,1,6/16/2016,356
-122.50735,37.73601,1,7/12/2016,193
-122.50735,37.73601,3,8/9/2016,319
-122.50735,37.73601,16,9/9/2016,235
-122.50735,37.73601,3,10/12/2016,306
-122.50735,37.73601,3,11/10/2016,263
-122.50735,37.73601,1,12/21/2016,16
-122.50735,37.73601,1,1/19/2017,117
-122.50735,37.73601,1,2/20/2017,140
-122.50735,37.73601,17,4/3/2017,150
-122.50735,37.73601,15,5/4/2017,242
-122.50735,37.73601,2,7/27/2017,72
-122.50735,37.73601,1,8/23/2017,217
-122.50735,37.73601,1,1/31/2018,66
-122.50735,37.73601,2,2/23/2018,56
-122.50735,37.73601,32,4/19/2018,42
-122.50735,37.73601,1,5/18/2018,100
-122.50735,37.73601,1,6/14/2018,73
-122.50728,37.824,3,9/16/2017,65
-122.50723,37.73575,3,9/16/2017,133
-122.50716,37.59363,2,5/28/2020,290
-122.50704,37.74185,1,1/21/2018,165
-122.50701,37.73571,5,9/16/2017,699
-122.50694,38.11552,13,9/17/2016,5
-122.5068146,37.72357932,58,9/21/2019,1251
-122.50679,37.7359,1,1/6/2018,90
-122.5065,37.73604,1,9/16/2017,0
-122.50648,47.57328,5,9/17/2016,50
-122.50631,37.9308,51,9/16/2017,900
-122.50629,37.73582,1,9/16/2017,0
-122.50627,45.56977,5,9/23/2017,1073
-122.50617,37.93965,50,9/16/2017,0
-122.50615,37.59475,1,6/2/2020,50
-122.50604,47.61595,2,9/9/2017,39
-122.50598,47.68449,2,9/9/2017,62
-122.5059,45.40359,4,7/21/2019,81
-122.5058,47.6145,7,9/17/2016,199
-122.5056,37.73947,1,6/27/2017,48
-122.50558,37.59567,1,6/2/2020,0
-122.50557,37.73957,2,3/9/2018,81
-122.50557,37.73962,1,3/13/2018,83
-122.50544,37.73957,1,1/20/2018,188
-122.50543,37.73953,1,2/3/2018,82
-122.50542,37.73953,1,3/11/2018,108
-122.50542,37.73956,1,3/23/2018,41
-122.5054142,37.87291898,20,9/21/2019,1398
-122.50537,37.73955,1,9/3/2017,57
-122.50523,37.87308,18,9/16/2017,2363
-122.50511,47.62468,18,9/17/2016,1054
-122.50511,47.69197,1,10/15/2016,23
-122.50464,37.74207,1,9/16/2017,78
-122.50437,37.71507,2,9/16/2017,436
-122.50423,37.71416,1,9/16/2017,252
-122.50409,37.7418,1,1/30/2018,88
-122.5040167,37.88284126,15,9/21/2019,1371
-122.50381,37.71681,3,9/16/2017,371
-122.5037,37.71254,1,9/16/2017,109
-122.50369,37.71262,1,9/16/2017,35
-122.50347,37.88287,4,9/16/2017,525
-122.50341,37.71199,2,9/16/2017,882
-122.50331,37.59738,2,5/31/2020,116
-122.50331,37.71178,2,9/16/2017,426
-122.50316,37.59737,1,9/17/2016,74
-122.50303,47.62646,2,9/9/2017,40
-122.50299,37.88229,8,9/17/2016,866
-122.50285,37.73573,1,9/16/2017,76
-122.50275,37.7698,40,12/8/2016,4357
-122.50269,37.71327,2,9/16/2017,207
-122.50265,37.96916,12,9/17/2016,511
-122.50255,37.71431,2,9/16/2017,106
-122.5025,37.71431,2,9/16/2017,671
-122.5025,37.71436,1,9/16/2017,0
-122.50246,37.71463,57,9/16/2017,2298
-122.50243,37.71431,1,9/16/2017,4
-122.50243,37.71435,1,9/16/2017,228
-122.5024,37.71401,2,9/16/2017,495
-122.5024,37.71428,2,9/16/2017,254
-122.50238,37.71427,1,9/16/2017,37
-122.50237,47.64087,2,9/17/2016,172
-122.50235,37.7143,1,9/16/2017,148
