X,Y,TotalVolunteers,DateOriginal,Totalltems_EventRecord
72.84077,19.05482,55,11/25/2017,569
72.8424,19.0213,23,11/11/2018,414
72.84859,19.11421,10,9/17/2016,308
72.85284,19.01249,1,5/14/2020,8
72.85284,19.01393,1,5/14/2020,15
72.85284,19.01465,1,5/14/2020,56
72.8641058,18.65597903,10,9/22/2019,1
72.86823,19.29513,1,10/28/2018,28
72.86829,19.29512,1,8/27/2018,23
72.87845,19.10278,1,9/6/2018,3
72.88657,19.08508,1,12/8/2018,9
72.89767,19.07587,80,10/3/2018,1
72.92248,19.10198,1,11/25/2018,173
72.9318051,3.540915522,6,9/28/2019,5
72.9366,5.49073,1,1/30/2018,1
72.94377778,6.999027778,5,9/11/2019,46
72.94377778,6.999027778,3,10/2/2019,39
72.95234,5.60699,31,9/21/2019,3441
72.97687,18.69883,10,9/22/2019,290
72.97687,18.69883,11,9/22/2019,706
72.98057,5.45731,27,7/29/2016,74
72.983636,5.400514,7,9/17/2019,1
72.98407,4.26079,1,3/7/2018,26
72.98979,4.26149,1,9/22/2017,1
73.00282,5.25018,8,9/16/2019,1
73.0692959,5.299174103,233,9/21/2019,88
73.07183,21.8977,42,9/16/2018,1141
73.07359,5.09608,7,9/16/2019,11
73.07382,5.29993,8,9/27/2017,44
73.078692,5.347401,6,9/16/2019,1
73.0848,-0.60843,45,9/17/2016,1
73.08549,5.11372,7,9/16/2019,6
73.121765,5.184549,7,9/15/2019,2
73.13118051,5.186675772,7,9/15/2019,1
73.1410354,5.281332403,9,9/22/2019,15
73.15508,0.46219,3,4/30/2018,645
73.15513,0.46213,4,2/24/2018,817
73.15543,0.46183,8,1/26/2018,1149
73.15662,0.46259,3,9/20/2018,69
73.15662,0.46259,2,10/31/2018,24
73.15662334,0.462588011,5,9/21/2019,4
73.15662334,0.462588011,4,10/16/2019,15
73.1848,17.48744,45,11/26/2017,164
73.18486691,17.48734089,42,12/28/2019,132
73.18487,17.48734,63,11/5/2016,223
73.18487,17.48734,45,11/11/2018,158
73.19474,-0.67463,91,6/8/2018,1557
73.19474,-0.67462,91,6/8/2018,195
73.19523,-0.67981,1,3/17/2018,9
73.2072,5.86315,29,10/14/2017,901
73.2096,5.249,8,9/18/2019,24
73.21246,6.93878,6,9/16/2017,233
73.21369,6.95896,2,11/2/2017,4
73.21897,5.27424,4,9/19/2019,4
73.22903,18.75491,180,11/4/2017,764
73.2345,18.7412,170,11/4/2018,632
73.2345,18.7412,177,12/29/2019,580
73.23874,5.28988,5,9/19/2019,2
73.27782,5.33145,8,9/19/2019,4
73.28632,3.54486,2,9/13/2019,4
73.32339,2.32624,6,9/18/2018,178
73.33961,5.69195,25,9/21/2019,1246
73.34260762,18.79165366,20,12/28/2019,255
73.34261,18.79165,21,11/5/2016,23
73.34261,18.79165,22,11/4/2018,245
73.34265,18.7917,22,9/16/2017,265
73.35303,5.426443,4,9/17/2019,1
73.38754,1.79645,67,9/15/2018,16159
73.39017,1.81877,125,9/17/2016,1
73.39546,18.72211,47,11/25/2017,313
73.3955276,18.7219626,45,2/2/2020,195
73.39553,18.72196,35,11/5/2016,23
73.39553,18.72196,65,10/29/2018,142
73.40214,4.0972,6,9/30/2017,77
73.40474,1.81849,15,9/17/2016,1
73.40498,1.81673,58,9/16/2017,0
73.40547591,18.75793938,46,12/29/2019,407
73.40548,18.75794,18,11/5/2016,19
73.40548,18.75794,55,11/4/2018,283
73.4056,18.75797,45,11/18/2017,459
73.40713,18.74814,59,11/18/2017,532
73.4072,18.7481,60,11/4/2018,427
73.4072,18.7481,55,12/29/2019,409
73.4116477,4.200939119,6,9/21/2019,318
73.4121,5.72511,2,6/27/2018,44
73.41214,4.20085,2,9/16/2018,1
73.41214424,4.200849958,4,9/22/2019,5
73.41214424,4.200849958,3,10/28/2019,10
73.41372864,4.200353574,3,10/29/2019,95
73.41381,1.81607,16,9/20/2018,274
73.41503,5.714,10,12/3/2017,3
73.42644,4.12829,2,10/3/2017,30
73.43931,4.12942,2,9/3/2017,1
73.471817,5.317191,12,9/20/2019,79
73.50027,18.76,50,11/5/2016,53
73.50148,4.1755,8,10/26/2019,302
73.501714,4.176495,6,10/26/2019,196
73.50207,4.17709,14,10/26/2019,585
73.50445,4.17743,2,11/16/2018,204
73.50447,4.17744,2,11/13/2018,64
73.5115,4.17227,6,9/21/2019,4
73.512166,5.492182,2,9/17/2019,1
73.51217,5.49218,4,9/15/2018,33
73.51217,5.49218,2,10/25/2018,1
73.51334,4.1697,35,9/29/2017,481
73.51455,4.17141,1,12/29/2018,16
73.51922,18.32112,156,9/16/2017,866
73.52,18.32,280,9/15/2018,767
73.52,18.32,210,11/24/2019,995
73.53516,4.18312,2,11/30/2018,187
73.68059,24.59366,75,11/5/2016,82
73.68059,24.59366,55,10/28/2018,91
73.68059278,24.59366331,69,11/17/2019,162
73.68062,24.59393,65,10/2/2017,111
73.70298,15.68762,88,9/17/2016,3013
73.7035,15.68816,120,10/1/2017,3642
73.70364,15.68328,100,9/10/2018,7141
73.71303,4.4383,111,8/2/2019,334
73.71389,4.44348,11,8/2/2019,422
73.73262,15.60646,15,11/5/2016,23
73.75049,15.5587,1,10/22/2017,66
73.75095,15.55736,1,10/22/2017,121
73.75362,15.54924,85,10/1/2016,4390
73.75378,15.5493,120,9/16/2017,4747
73.75388,15.54966,30,10/1/2017,4459
73.75392,15.54894,120,9/16/2017,11476
73.75556,15.55836,4,10/22/2017,447
73.80451,15.46631,70,9/25/2018,2397
73.80495,15.46836,19,11/5/2016,31
73.80495071,15.46836385,27,2/2/2020,135
73.80521,15.46816,25,11/25/2017,136
73.80709648,15.48176433,22,2/2/2020,169
73.8071,15.48176,75,11/5/2016,180
73.8071,15.48176,15,11/11/2018,131
73.80731,15.48275,305,10/1/2016,6560
73.80735,15.48162,25,11/11/2017,180
73.80735,15.48265,45,11/4/2018,88
73.807352,15.482653,68,2/2/2020,90
73.80757,15.4823,62,11/18/2017,90
73.808,15.48176,120,9/16/2017,4615
73.80851,18.55052,140,6/6/2017,248
73.80865,18.55034,120,7/8/2018,175
73.80865,18.55034,250,11/24/2019,809
73.83403,15.36938,120,9/16/2017,6509
73.83706,15.51961,1,2/27/2017,2
73.84479,18.51713,50,10/27/2017,324
73.8448,18.5171,45,10/29/2018,306
73.8448,18.5171,50,11/24/2019,271
73.84828,18.57272,52,10/22/2016,0
73.85473,18.51619,8,9/15/2018,774
73.85473,18.51619,9,9/15/2018,554
73.85473,18.51619,11,9/15/2018,399
73.8555,18.53243,202,10/29/2017,702
73.8558,18.5325,220,3/11/2018,513
73.8558,18.5325,7,10/29/2018,143
73.8558,18.5325,201,12/1/2019,378
73.85585,18.53255,29,11/3/2017,358
73.85665,18.52034,65,11/10/2017,289
73.85665,18.52046,62,10/2/2017,867
73.85665,18.52046,5,11/5/2017,166
73.8567,18.5203,30,4/16/2018,807
73.8567,18.5203,5,9/15/2018,127
73.8567,18.5203,100,10/29/2018,324
73.8567,18.5203,80,11/3/2018,281
73.8567,18.5203,5,11/24/2019,136
73.8567,18.5203,62,12/30/2019,467
73.8567,18.5203,78,2/2/2020,289
73.85728,18.52076,60,4/16/2017,1213
73.86715,18.53839,50,12/7/2016,321
73.86944,18.53941,327,11/5/2016,2826
73.91012,15.28653,60,9/16/2017,6489
73.91129,15.28394,120,9/16/2017,3016
73.91181,15.2807,80,9/24/2016,2992
73.91198,15.28079,120,9/16/2017,3007
73.91207,15.28103,64,10/1/2016,2609
73.91224,15.28058,50,9/17/2016,3910
74.02154,15.0113,21,11/5/2016,89
74.03308,14.99808,45,11/25/2017,90
74.03343,14.99777,26,11/5/2016,87
74.03343,14.99777,25,11/4/2018,76
74.03343201,14.99776897,43,2/2/2020,74
74.0382,14.98677,15,11/5/2016,72
74.126172,14.836194,33,11/19/2019,164
74.12626,14.83631,30,11/11/2017,151
74.1264,14.8107,110,9/17/2016,2734
74.12641,14.80984,100,9/16/2017,3033
74.2184,16.70803,40,9/16/2017,311
74.21856,16.70799,25,11/5/2016,17
74.21856,16.70799,40,11/11/2018,281
74.21856344,16.70798759,35,12/28/2019,265
74.23312,16.69182,38,11/11/2017,231
74.2333,16.6917,38,11/11/2018,212
74.2333,16.6917,39,12/28/2019,141
74.55262,26.48604,25,10/2/2017,188
74.55267,26.486,30,11/5/2016,123
74.55267,26.486,22,10/28/2018,166
74.55267012,26.48600091,22,11/17/2019,198
74.57983,16.84815,1,7/22/2018,8
74.57983,16.84815,1,7/22/2018,20
74.685051,13.515376,42,11/17/2019,114
74.68524,13.51559,45,11/11/2017,119
74.68938,13.63825,17,9/24/2016,82
74.69862,13.35622,120,9/16/2017,7224
74.70034,13.3545,135,9/17/2016,6247
74.72312,13.30781,145,9/17/2016,8443
74.80162,12.95483,105,9/17/2016,15049
74.80247,12.95136,100,9/16/2017,16615
74.87830639,31.61037425,32,9/29/2019,163
74.87831,31.61037,122,11/5/2016,75
74.87831,31.61037,35,11/24/2018,87
74.87865,31.6106,35,11/25/2017,187
75.022685,40.036628,123,9/28/2019,6
75.27643,31.48768,85,10/2/2017,422
75.276545,31.487309,78,9/13/2019,418
75.27655,31.48731,70,11/4/2018,206
75.2913,31.5199,180,11/24/2018,42
75.2913,31.5199,220,9/13/2019,30
75.29139,31.52007,230,11/11/2017,30
75.41268,5.20036,10,9/23/2018,51
75.44423,11.7971,110,10/8/2016,1416
75.46569,32.01973,45,10/28/2017,120
75.46637535,32.02030254,43,9/29/2019,170
75.46638,32.0203,38,11/5/2016,34
75.46638,32.0203,55,11/24/2018,77
75.79397,30.99271,100,9/28/2017,349
75.79407692,30.99263837,98,9/13/2019,323
75.79408,30.99264,135,11/5/2016,221
75.79408,30.99264,60,10/28/2018,190
75.82525,26.85822,5,3/20/2018,26
75.82525,26.85822,1,3/20/2018,29
75.84379,26.95236,31,11/5/2016,23
75.84379,26.95236,23,10/28/2018,126
75.84379435,26.95235684,20,11/17/2019,196
75.84382,26.95238,20,10/1/2017,186
75.85743,25.21213,60,11/5/2016,117
75.85743,25.21213,34,10/28/2018,43
75.8574307,25.21212923,45,11/17/2019,58
75.85793,25.21225,45,10/2/2017,46
75.90634,17.65979,45,9/23/2017,295
75.9064,17.6599,45,11/24/2018,207
75.9064,17.6599,38,2/2/2020,240
76.10131,31.9352,128,11/5/2016,321
76.23747,9.96367,150,9/15/2018,1581
76.25808,9.95851,110,10/15/2016,2345
76.57026,30.77043,1,10/19/2019,11
76.57033,30.77049,1,10/19/2019,13
76.70969,30.7134,1,8/17/2018,19
76.71001,30.71345,1,8/1/2018,6
76.71008,30.71347,1,8/13/2018,6
76.84674,30.72698,1,6/1/2017,2
76.84674,30.72698,1,6/1/2017,3
76.86991632,30.33576875,30,9/28/2019,167
76.86992,30.33577,21,11/5/2016,21
76.86992,30.33577,28,11/24/2018,76
76.87014,30.33601,28,10/2/2017,152
76.91189,8.47854,247,10/1/2016,5115
76.91234,8.47814,120,10/1/2017,1978
76.95801,29.6913,35,10/2/2017,215
76.95808,29.69124,20,11/5/2016,73
76.95808,29.69124,35,11/24/2018,113
76.95808053,29.69124031,32,9/28/2019,212
76.96474,30.90134,32,9/24/2016,73
76.96734,30.89854,60,9/15/2018,73
76.967343,30.898541,53,2/1/2020,132
76.96753,30.89867,55,10/2/2017,83
76.995706,29.681666,64,9/28/2019,194
76.99571,29.68167,65,11/4/2018,176
76.99605,29.68176,65,10/1/2017,177
77.09702969,30.90454454,42,2/1/2020,84
77.09703,30.90454,12,9/24/2016,97
77.09703,30.90454,55,9/15/2018,65
77.09714,30.90466,45,10/2/2017,45
77.2473675,28.66153942,480,2/2/2020,2899
77.24737,28.66154,45,9/24/2016,123
77.24737,28.66154,700,10/2/2018,3070
77.24779,28.6623,630,10/2/2017,4339
77.31638,28.59625,1,3/20/2018,17
77.33513,28.59493,1,10/18/2019,6
77.55454,8.08672,120,9/16/2017,5198
77.55459,8.08682,130,10/1/2016,3799
77.5546,8.08679,200,9/15/2018,4375
77.55467,8.08704,1,9/16/2017,5731
77.64426,12.87947,1,10/27/2018,1
77.79898,12.85539,2,6/12/2018,22
77.88126,8.26973,180,9/15/2018,1888
77.88946,8.27575,100,9/17/2016,21822
77.89071,8.27499,100,9/16/2017,33478
77.89607,8.28066,58,10/12/2018,1084
78.05898,8.39605,100,12/10/2017,7304
78.05902,8.39564,70,9/15/2018,1553
78.0592,8.39608,100,9/17/2016,5439
78.10315,8.46759,100,9/24/2018,662
78.12258,8.53162,120,9/16/2017,3106
78.12309,8.53429,135,9/27/2016,2296
78.12605,8.49126,135,9/17/2016,28990
78.12691,8.49177,120,9/16/2017,34370
78.12751,8.72051,150,9/17/2016,6175
78.15305,8.71704,150,9/16/2017,7354
78.17133,8.76786,120,9/16/2017,30618
78.17177,11.68067,1,1/30/2020,13
78.17408,8.76781,109,9/17/2016,26624
78.17624505,29.95389157,27,9/21/2019,4834
78.43267,17.42636,1,7/16/2019,0
78.43268,17.42636,1,7/16/2019,1
78.78695,9.22839,100,9/16/2017,4834
78.78708,9.22953,106,9/17/2016,3518
79.01795,9.31119,150,9/15/2018,88
79.02174,9.32636,200,9/16/2017,12846
79.04595,21.13282,32,9/30/2017,226
79.04600859,21.1327431,40,2/2/2020,228
79.04601,21.13274,32,11/5/2016,82
79.04601,21.13274,22,9/15/2018,291
79.06624,9.2624,200,9/17/2016,9685
79.07088,9.26065,191,9/15/2018,8931
79.09435,9.27553,50,9/17/2016,4925
79.1098,9.26546,75,9/16/2017,6353
79.12774,9.27814,120,9/17/2016,3411
79.41536,9.17793,80,10/2/2016,6147
79.70169,9.52832,330,9/21/2018,4816
79.70967,8.05059,60,9/13/2018,3387
79.71376756,8.049171101,52,9/19/2019,668
79.72296,9.10576,152,9/18/2018,4706
79.72579,8.0032,32,9/19/2018,2833
79.72692,8.22644,100,9/17/2018,523
79.7271,8.12534,77,9/19/2017,21891
79.73504,7.9673,50,9/21/2018,2493
79.73951798,7.951894678,31,9/16/2019,649
79.7482,11.66188,24,9/15/2018,1365
79.75877,6.87735,155,9/18/2017,2167
79.76353203,7.85909289,27,9/20/2019,1850
79.77895,11.80994,24,9/15/2018,1222
79.77963,11.80966,44,9/15/2018,2053
79.78444219,9.05119017,160,9/17/2019,2966
79.78675,11.73931,135,9/17/2016,4126
79.78682036,11.73867153,23,9/21/2019,1888
79.78696,11.73946,120,9/16/2017,5060
79.78720278,11.7393208,5,9/21/2019,318
79.78720278,11.7393208,6,9/21/2019,510
79.78720278,11.7393208,6,9/21/2019,291
79.78720278,11.7393208,6,9/21/2019,438
79.78725239,7.577910763,150,9/17/2019,2672
79.7874,7.57769,51,9/18/2018,735
79.78984,7.7496,254,9/21/2017,13086
79.79106,7.52968,24,9/18/2018,3220
79.79619,11.7888,120,10/1/2017,7426
79.79679,11.79068,120,9/17/2016,3188
79.79684,11.78979,100,9/15/2018,4049
79.7969226,7.492136556,37,9/26/2019,194
79.7977818,7.709619499,46,9/18/2019,193
79.79782,7.56195,1000,9/17/2016,83992
79.79782,7.56195,200,9/18/2016,9879
79.79782,7.56195,104,9/18/2016,2681
79.79782,7.56195,110,9/23/2016,5073
79.79788393,11.80969861,7,9/21/2019,2055
79.79788393,11.80969861,7,9/21/2019,1407
79.79788393,11.80969861,5,9/21/2019,751
79.79788393,11.80969861,5,9/21/2019,377
79.79788393,11.80969861,6,9/21/2019,437
79.79788393,11.80969861,8,9/21/2019,338
79.7992443,11.80358678,38,9/21/2019,5439
79.81166,11.85363,44,9/15/2018,2446
79.81267,7.42796,21,9/16/2018,3561
79.81379,7.42235,70,9/25/2018,2893
79.8178,8.09159,100,9/23/2018,2564
79.82086,9.08775,112,9/20/2018,1097
79.82364,7.99402,94,9/18/2018,2794
79.82502,7.36977,101,9/20/2018,412
79.82536,8.04026,61,9/17/2018,2469
79.82958,11.91312,120,10/1/2017,6641
79.83408349,8.293347437,41,9/19/2019,797
79.83602,11.93227,100,10/1/2017,4558
79.83614,11.93268,135,9/17/2016,3725
79.83789,7.21748,100,9/18/2018,2004
79.84202,7.24234,75,9/21/2017,387
79.84202,11.96245,100,9/17/2016,5735
79.84205,7.24153,75,9/21/2017,387
79.84224079,8.291080442,10,10/28/2019,1223
79.84238325,7.11121964,74,9/16/2019,6798
79.84268,7.26264,60,9/21/2018,910
79.84451,10.72612,115,9/17/2016,9318
79.84906,10.81526,176,9/17/2016,12791
79.84941,10.72741,100,9/16/2017,13454
79.85056,10.81889,150,9/16/2017,19995
79.85074,10.81417,50,9/16/2017,8196
79.85074,10.81512,85,9/15/2018,598
79.85082,10.7847,120,9/16/2017,7726
79.85091,10.78456,125,9/17/2016,5873
79.85091,10.81366,50,9/17/2016,4844
79.85241,10.91796,122,9/17/2016,6049
79.85265,10.91903,120,9/16/2017,7909
79.85676,6.87645,80,9/21/2018,896
79.85704,11.15128,106,9/17/2016,32707
79.85709,11.15322,100,9/16/2017,38624
79.85714,6.8762,150,9/16/2017,5620
79.85777,7.28334,57,9/22/2017,1205
79.85779,11.14174,100,9/15/2018,724
79.86065,6.83372,57,9/17/2016,1899
79.86065,6.83372,27,9/18/2016,590
79.86065,6.83372,51,9/19/2016,2201
79.86065,6.83372,60,9/19/2016,804
79.86065,6.83372,116,9/21/2016,8614
79.86125,6.85506,120,9/18/2018,1937
79.86232,6.84159,220,9/15/2018,6584
79.86271,6.83167,226,9/16/2017,2710
79.86271,7.20309,100,9/20/2017,3390
79.86683,6.8148,210,9/18/2017,5386
79.86752,7.19559,85,9/21/2017,536
79.86898263,6.986345957,64,9/17/2019,418
79.86919074,6.973137647,780,9/17/2019,69762
79.8698276,8.986198403,223,9/18/2019,1329
79.87013,6.97269,1472,9/15/2017,145243
79.87180282,6.798691884,104,9/9/2019,4023
79.87375,6.9281,1,8/28/2018,0
79.87385,7.13561,65,9/19/2018,3645
79.873889,11.926556,4,9/21/2019,10
79.87515,6.78565,200,9/19/2017,6807
79.87907,6.77515,170,9/19/2018,4637
79.88194,7.19764,75,9/21/2017,340
79.88241,12.51083,50,9/16/2017,8480
79.88245,12.51072,50,9/17/2016,7304
79.8853843,6.758198737,85,9/20/2019,1651
79.90178,6.71185,220,9/18/2018,1266
79.90966,7.00276,75,9/21/2017,340
79.92,8.98555,178,9/21/2018,1376
79.92644,6.66516,130,9/18/2018,1284
79.92828,8.98275,209,9/19/2016,7322
79.92828,8.98275,135,9/19/2016,4966
79.92828,8.98275,153,9/19/2016,3801
79.92885786,8.891657106,192,9/16/2019,2685
79.92915,8.89112,113,9/19/2018,1164
79.93756,6.63386,147,9/22/2016,1883
79.94957,9.63714,104,9/20/2016,3035
79.96610201,6.596999131,232,9/20/2019,2055
79.98905,6.44246,178,9/21/2018,1091
79.99667,6.42216,200,9/21/2017,2220
80.02565,17.06205,1,10/9/2019,0
80.02587,9.65023,14,9/19/2018,2484
80.03212043,6.309044777,91,9/18/2019,8959
80.0363,6.286,250,9/21/2018,1099
80.04252,9.81656,112,9/18/2018,1890
80.0485,6.24133,100,9/21/2018,535
80.05347,6.24423,137,9/22/2017,2073
80.05841,9.37148,162,9/20/2018,1920
80.0586833,9.595488408,165,9/18/2019,1679
80.08003,6.17759,102,9/21/2017,904
80.08045,13.00794,1,9/16/2017,4136
80.09911,6.13755,53,11/23/2017,1317
80.09913854,6.137514697,340,9/19/2019,8166
80.09979,6.13753,130,9/21/2017,1963
80.14032018,9.440018004,110,9/19/2019,1833
80.16231,6.07349,110,9/19/2018,237
80.165,9.82504,330,9/20/2018,7195
80.17915,6.05969,300,11/19/2018,731
80.18204,13.10363,22,9/17/2016,2315
80.18379077,6.049578878,65,9/18/2019,3274
80.18452,13.03094,34,11/17/2018,274
80.18532,6.04968,540,9/16/2018,326
80.20374,12.63974,10,9/1/2018,230
80.21951,6.05222,120,9/18/2017,3292
80.22189,13.06687,1,4/13/2018,0
80.22543,6.03233,523,9/23/2016,4231
80.22676,12.70489,120,9/16/2017,9193
80.24208,9.83644,509,9/20/2016,16551
80.24208,9.83644,27,9/23/2016,1193
80.24208,9.83644,375,9/23/2016,2452
80.2484,6.00952,101,9/21/2016,1874
80.25035,12.86734,100,9/16/2017,6378
80.25058,12.87076,300,9/15/2018,1867
80.25065,12.87098,100,9/16/2017,11017
80.25081,12.87138,100,9/17/2016,4071
80.25084,12.87199,270,9/15/2018,5974
80.25149,6.00776,70,9/29/2018,2756
80.25205,6.0075,70,9/29/2018,0
80.25397,12.78999,50,9/15/2018,1896
80.25475,12.7861,120,9/16/2017,11529
80.25787,12.92358,100,9/17/2016,3700
80.25827,12.92562,60,9/16/2017,4588
80.26165,12.94926,121,10/1/2016,5311
80.26172,12.94918,100,9/16/2017,6276
80.26273,12.95416,120,9/16/2017,7350
80.26388,12.96131,102,9/17/2016,3852
80.26402,12.96081,65,9/16/2017,5768
80.2642,12.96186,100,9/17/2016,5855
80.26557,12.96817,120,9/16/2017,7182
80.26638,12.97302,120,9/16/2017,6807
80.2668,13.01087,75,9/17/2016,6318
80.26684,12.9734,100,9/16/2017,10347
80.27075,13.03176,230,9/17/2016,3784
80.27075,13.03177,200,9/16/2017,4346
80.27096,12.99151,100,9/9/2018,4220
80.27113,12.99278,50,9/17/2016,6438
80.27176,12.99995,150,9/16/2017,16968
80.27194,12.9983,50,9/16/2017,3617
80.27214736,12.99640646,157,11/9/2019,9109
80.27215,12.9979,120,9/16/2017,13090
80.27242,12.99727,100,9/15/2018,4420
80.27562,13.05866,110,9/17/2016,2608
80.27594,13.05858,100,9/16/2017,10765
80.27655,9.64588,60,9/19/2017,1251
80.2776,13.05909,37,9/21/2019,2128
80.27905,13.02824,100,9/17/2016,5774
80.27932,13.02805,100,9/16/2017,6929
80.27972,13.02923,100,12/12/2017,11509
80.28088,13.03666,135,9/17/2016,9002
80.28156,13.05167,160,9/17/2016,4605
80.28234,13.05036,75,10/16/2016,1
80.30669,5.99281,150,9/18/2018,1027
80.31157421,5.99212037,71,9/17/2019,3771
80.31643,6.31513,116,9/19/2017,14403
80.31643,6.31513,102,9/21/2017,904
80.31873,13.41917,165,9/10/2016,6732
80.31907,9.45591,142,9/17/2018,5661
80.31925,13.41862,150,9/16/2017,12685
80.32104,5.96575,59,9/21/2016,1972
80.32104,5.96575,495,9/22/2016,9913
80.32104,5.96575,186,9/22/2016,3580
80.32395,13.42262,141,9/29/2018,2422
80.32396,13.40029,215,9/17/2016,9312
80.33373,13.25373,200,10/2/2017,11940
80.33855,13.25597,105,9/17/2016,6783
80.33855,13.25597,135,9/17/2016,10886
80.33855,13.25597,205,9/17/2016,8086
80.33855,13.25597,155,9/17/2016,16342
80.33855,13.25597,145,9/17/2016,7686
80.33855,13.25597,125,9/17/2016,10043
80.33855,13.25597,105,9/17/2016,5497
80.33855,13.25597,80,9/17/2016,9584
80.33855,13.25597,150,9/17/2016,5436
80.33855,13.25597,100,10/16/2016,12314
80.38301,9.38302,185,9/21/2017,6994
80.42979,5.97139,83,9/20/2017,1940
80.43002775,5.971567805,193,9/19/2019,1875
80.43175,5.9733,249,9/20/2018,1845
80.52600748,5.936164755,72,9/21/2019,806
80.53429,5.9427,56,9/20/2017,3318
80.54968656,5.942801113,100,9/21/2019,2248
80.55008,5.94279,336,9/19/2017,3561
80.55081,5.95363,49,9/19/2017,1420
80.5514,5.94421,338,9/18/2018,3502
80.55295,9.45398,232,9/18/2018,3753
80.56032609,5.939391975,31,9/18/2019,1406
80.60231,5.92728,115,9/18/2018,1400
80.62549,5.94708,66,9/19/2018,1071
80.69449,5.96234,268,9/22/2016,1443
80.69449,5.96234,157,9/22/2016,2261
80.69449,5.96234,142,9/22/2016,1044
80.69449,5.96234,50,9/22/2016,1808
80.69449,5.96234,308,9/22/2016,1310
80.69484,5.9719,83,9/18/2017,1909
80.72398,5.97873,501,9/20/2017,61193
80.80037,6.02283,330,9/20/2018,69864
80.99926,8.93848,51,9/17/2018,399
81.05499,6.10908,1,9/23/2016,18022
81.07567,8.51346,1,9/21/2016,34711
81.07567,8.51346,186,9/23/2016,3173
81.09317,8.83152,125,9/18/2018,107
81.09743,8.82291,170,9/19/2017,99
81.12832,6.1339,120,9/18/2018,1677
81.17511422,8.510284588,90,9/18/2019,3968
81.18673,8.49954,200,9/18/2017,6185
81.19008564,8.563684173,90,9/19/2019,9229
81.20414,8.72216,50,9/21/2018,53
81.21111,8.57932,800,9/20/2017,15339
81.21351,8.58408,152,9/20/2017,9229
81.22435,8.59409,50,9/19/2018,1483
81.22574798,8.592377182,400,10/20/2019,15662
81.23703,8.72294,15,10/7/2016,63
81.23991,8.57621,100,9/19/2018,3966
81.24161,8.57848,6,9/22/2018,50
81.24525141,8.583573348,10,9/13/2019,39
81.24594345,8.58281699,9,9/13/2019,35
81.26316547,8.462648706,88,9/16/2019,314
81.26733,8.46168,150,9/22/2017,314
81.33479,6.23493,250,9/18/2017,17955
81.33715,8.50466,150,9/16/2018,3563
81.34483,6.22196,200,9/22/2016,3760
81.34483,6.22196,206,9/22/2016,4805
81.34483,6.22196,172,9/22/2016,2115
81.34483,6.22196,282,9/22/2016,6925
81.40384122,8.260490215,80,9/17/2019,97
81.43407281,8.154426752,200,9/19/2019,2100
81.43579,8.13706,230,9/19/2018,2724
81.53555,7.92051,182,9/19/2017,2794
81.56050192,7.931111205,300,10/16/2019,4939
81.56096,7.93026,222,9/17/2018,3794
81.59125,7.78498,150,9/20/2017,3132
81.62861208,7.8006784,150,9/18/2019,1563
81.63065,7.80413,396,9/18/2018,4592
81.74798,7.67399,205,9/22/2017,1309
81.79768,7.53132,719,9/19/2017,4288
81.80244,7.53496,251,9/20/2018,2669
81.8048517,7.529079886,500,9/21/2019,5106
81.8342,7.41648,195,9/20/2018,5101
81.83546141,7.417892248,101,9/17/2019,4724
81.83825,7.38999,30,9/21/2019,871
81.83849,6.8396,213,9/21/2017,3852
81.84381012,6.889745001,100,9/21/2019,3167
81.84694036,7.128601222,199,9/19/2019,9003
81.84756166,7.383358986,694,9/20/2019,16749
81.84852,7.37829,181,9/21/2018,8523
81.85317,7.11512,202,9/22/2017,9657
81.85780382,7.354398339,111,9/18/2019,7040
81.85815,7.35374,179,9/19/2018,10663
81.85853,7.11711,549,9/17/2018,13709
81.86156,7.22521,118,9/18/2018,2750
82.27807,16.98849,235,9/24/2016,5528
82.59063,27.7887,3,10/14/2018,5
83.28323,17.66722,80,9/16/2017,4402
83.32323,17.71496,150,9/16/2017,9055
83.32544,17.7145,550,9/29/2018,1522
83.32791,17.71594,500,9/16/2017,8053
83.38514,17.78248,191,9/19/2018,1159
83.38767,17.80948,1,2/5/2020,5
83.38768,17.80944,1,10/16/2019,1
83.38768,17.80944,1,10/16/2019,3
83.38783,17.80953,1,10/7/2019,15
83.45146,17.88816,107,9/17/2016,4194
83.45438,17.88874,80,9/16/2017,4465
83.45616,17.89072,80,9/16/2017,3778
84.90451,19.25343,40,9/15/2018,89
84.904514,19.253434,32,9/28/2019,127
84.90481,19.25377,32,10/2/2017,125
85.07163,19.37527,11,9/24/2016,65
85.88258,20.28468,17,9/24/2016,23
85.88258,20.28468,15,9/15/2018,67
85.88258386,20.2846805,18,9/28/2019,42
85.88262,20.28515,18,10/2/2017,27
86.96633119,16.06296798,7,9/8/2019,311
88.3443,22.57293,15,9/24/2016,83
88.371669,22.606495,70,9/28/2019,544
88.37167,22.6065,45,9/15/2018,476
88.37183,22.60656,65,10/2/2017,563
92.32225,20.62386,520,11/23/2018,20884
92.32345259,20.62535397,575,12/13/2019,30176
92.32395,20.62363,520,11/18/2016,38608
92.32738,20.59824,470,12/8/2017,17924
92.74658,11.64344,80,9/16/2017,4636
92.74679,11.64329,1,9/15/2018,474
92.74689,11.64344,400,9/16/2017,13010
95.2167,5.90656,6,9/7/2017,318
95.21684,5.90704,1,9/7/2017,132
